"ID_Atleta","Nome_Atleta","Apelido","Posição","Status","Clube","Pontos","Preço","Variação","Média","Jogos"
"72290","Jailson Marcelino dos Santos","Jailson","Goleiro","Dúvida","Palmeiras",0,1.49,0,-1.16,5
"38431","Diego Cavalieri","Diego Cavalieri","Goleiro","Nulo","Botafogo",0,3.9,0,0.35,18
"94044","John Victor Maciel Furtado","John Victor","Goleiro","Nulo","Santos",0,0.79,0,0.58,8
"91712","Matheus Alves da Silva Cardoso","Matheus Alves","Goleiro","Nulo","Goiás",0,1,0,0,0
"99430","Diego Terra Loureiro","Diego Loureiro","Goleiro","Provável","Botafogo",11.4,2.72,1.46,1.8,5
"100830","Brenno Oliveira Fraga Costa","Brenno","Goleiro","Dúvida","Grêmio",0,1,0,0,0
"89492","Saulo Ferreira Silva Nascimento","Saulo","Goleiro","Nulo","Botafogo",0,1.04,0,-2.8,1
"38133","Júlio César de Souza Santos","Júlio César","Goleiro","Nulo","Bragantino",0,4.47,0,0.75,6
"91260","Lucas Estella Perri","Lucas Perri","Goleiro","Nulo","São Paulo",0,1.1,0,-2,0
"49673","Júlio César Jacobi","Júlio César","Goleiro","Dúvida","Grêmio",0,4,0,0,0
"93834","Keiller da Silva Nunes","Keiller","Goleiro","Nulo","Internacional",0,2,0,0,0
"101173","Arthur Henrique Bittencourt","Arthur","Goleiro","Provável","Coritiba",3.9,1.7,-0.42,5.65,2
"110775","Marco Antônio Amorim de Oliveira Montes","Marcão","Goleiro","Nulo","Coritiba",0,1,0,0,0
"38140","Fernando Buttenbender Prass","Fernando Prass","Goleiro","Dúvida","Ceará",0,5.77,0,2.65,22
"78851","Richard de Oliveira da Costa","Richard","Goleiro","Dúvida","Ceará",3.7,4.19,1.63,2.31,14
"98333","Gabriel Batista de Souza","Gabriel Batista","Goleiro","Nulo","Flamengo",0,1.56,0,-0.9,3
"109618","Gabriel Bernard Conceição da Silva","Gabriel Bernard","Goleiro","Nulo","Atlético-GO",0,1,0,0,0
"103183","Andrew da Silva Ventura","Andrew","Goleiro","Nulo","Botafogo",0,1,0,0,0
"109566","Túlio Galindo Bandeira de Melo","Túlio","Goleiro","Nulo","Sport",0,1,0,0,0
"37788","Marcelo Boeck","Marcelo Boeck","Goleiro","Nulo","Fortaleza",0,4,0,0,0
"69041","Muriel Gustavo Becker","Muriel","Goleiro","Nulo","Fluminense",0,4.62,0,2.36,19
"82730","Marcelo Rangel da Rosa","Marcelo Rangel","Goleiro","Contundido","Goiás",10.7,2.48,1.22,0.88,6
"85083","Vinicius Silvestre da Costa","Vinicius Silvestre","Goleiro","Dúvida","Palmeiras",0,3,0,0,0
"108424","Leonardo Siqueira de Paiva Bezerra","Leonardo","Goleiro","Nulo","Atlético-GO",0,2,0,0,0
"110708","Pedro Felipe De Faria Rangel","Pedro Rangel","Goleiro","Nulo","Fluminense",0,1,0,0,0
"68928","Rafael Pires Monteiro","Rafael","Goleiro","Nulo","Atlético-MG",0,7.01,0,2,9
"52950","Victor Leandro Bagy","Victor","Goleiro","Nulo","Atlético-MG",0,5.4,0,-9.2,1
"74061","Roberto Junior Fernández Torres","Gatito Fernández","Goleiro","Contundido","Botafogo",0,14.9,0,5.6,8
"110640","Jean Carlos Batista","Jean","Goleiro","Nulo","Atlético-MG",0,1,0,0,0
"71571","Fernando Miguel Kaufmann","Fernando Miguel","Goleiro","Provável","Vasco",3.8,8.45,0.68,2.22,32
"108539","Guilherme Vicentini Castellani","Guilherme","Goleiro","Nulo","Corinthians",0,1,0,0,0
"110698","Mycael Pontes Moreira","Mycael","Goleiro","Nulo","Athletico-PR",0,1,0,0,0
"103662","Dênis de Oliveira Aguiar Júnior","Júnior","Goleiro","Nulo","São Paulo",0,1,0,0,0
"38509","Diego Alves Carreira","Diego Alves","Goleiro","Nulo","Flamengo",0,8.96,0,2.14,10
"99460","Caio Alan Tem Catem Gonçalves","Caio","Goleiro","Nulo","Athletico-PR",0,1,0,0,0
"50284","Wilson Rodrigues de Moura Júnior","Wilson","Goleiro","Nulo","Coritiba",0,7.75,0,2.79,33
"68873","Paulo Victor Mileo Vidotti","Paulo Victor","Goleiro","Nulo","Grêmio",12.1,7.65,1.56,4.79,10
"85425","João Paulo Silva Martins","João Paulo","Goleiro","Provável","Santos",1.9,7.02,-0.96,3.1,24
"110624","Mateus Oliveira Mendes","Mateus","Goleiro","Nulo","Palmeiras",0,1,0,0,0
"78086","César Bernardo Dutra","César","Goleiro","Nulo","Flamengo",0,2.35,0,0.16,5
"110602","Paulo Mazoti Azevedo","Paulo Mazoti","Goleiro","Nulo","Santos",0,1,0,0,0
"51413","Walter Leandro Capeloza Artune","Walter","Goleiro","Nulo","Corinthians",0,6.52,0,7.17,3
"86508","Jandrei Chitolina Carniel","Jandrei","Goleiro","Nulo","Athletico-PR",0,9.01,0,5.35,4
"69051","Danilo Fernandes Batista","Danilo Fernandes","Goleiro","Contundido","Internacional",0,4.43,0,1.4,1
"72595","Maurício Kozlinski","Maurício Kozlinski","Goleiro","Nulo","Atlético-GO",-2.3,1.39,-0.17,-5.05,2
"42234","Cássio Roberto Ramos","Cássio","Goleiro","Provável","Corinthians",4.8,7.57,1.05,0.97,25
"104080","André Luiz Ribeiro da Silva","André","Goleiro","Nulo","Ceará",0,1,0,0,0
"104383","Matheus Mendes Werneck de Oliveira","Matheus Mendes","Goleiro","Nulo","Atlético-MG",0,1,0,0,0
"107179","Matheus Planelles Donelli","Matheus Donelli","Goleiro","Nulo","Corinthians",0,1,0,0,0
"107222","Leandro Matheus dos Anjos Conceição de Oliveira","Leandro","Goleiro","Nulo","Palmeiras",0,1,0,0,0
"110770","Victor Hugo Zorzenoni","Victor Zorzenoni","Goleiro","Nulo","Bragantino",0,1,0,0,0
"107852","Rokenedy dos Santos","Rokenedy ","Goleiro","Nulo","Athletico-PR",0,1,0,0,0
"69040","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","Goleiro","Nulo","Santos",0,5.53,0,2.65,4
"84338","Max Walef Araújo da Silva","Max Walef","Goleiro","Contundido","Fortaleza",0,3.76,0,11.4,1
"90933","Jean Paulo Fernandes Filho","Jean","Goleiro","Provável","Atlético-GO",0,9.59,0,5.32,33
"97645","Thiago Couto Wenceslau","Thiago Couto","Goleiro","Nulo","São Paulo",0,1,0,0,0
"105208","Bento Matheus Krepski","Bento","Goleiro","Nulo","Athletico-PR",0,0.94,0,1,1
"102907","Matheus Henrique Teixeira","Matheus Teixeira","Goleiro","Nulo","Bahia",0,1,0,0,0
"105629","João Vitor Lopes da Silva","João Lopes","Goleiro","Nulo","Fluminense",0,2,0,0,0
"107184","Orlando Arcanjo Valnier","Orlando","Goleiro","Nulo","Athletico-PR",0,1,0,0,0
"72294","Everson Felipe Marques Pires","Everson","Goleiro","Provável","Atlético-MG",-4,7.85,-2.31,2.59,24
"90416","Carlos Eduardo Soares Mota","Carlos Eduardo","Goleiro","Nulo","Sport",0,2,0,0,0
"106160","Lucas Alexandre Galdino de Azevedo","Lucão","Goleiro","Nulo","Vasco",0,0.76,0,-2.2,2
"110626","Sivaldo de Jesus Santos Junior","Júnior Santos","Goleiro","Nulo","Atlético-MG",0,1,0,0,0
"78584","Douglas Alan Schuck Friedrich","Douglas Friedrich","Goleiro","Provável","Bahia",8.3,10.19,0.47,3.67,23
"105553","Alexander Silva de Lucena","Alexander","Goleiro","Nulo","Vasco",0,3,0,0,0
"104079","João Fernando Monteiro Siqueira","João Fernando","Goleiro","Nulo","Flamengo",0,1,0,0,0
"101574","Hugo de Souza Nogueira","Hugo Souza","Goleiro","Provável","Flamengo",-2.4,2.22,-0.01,2.69,19
"62121","Vanderlei Farias da Silva","Vanderlei","Goleiro","Nulo","Grêmio",0,5.95,0,0.95,24
"102885","Márcio Victor da Silva","Márcio","Goleiro","Nulo","Goiás",0,1,0,0,0
"90590","Mateus Eduardo Claus","Mateus Claus","Goleiro","Nulo","Bahia",0,3.76,0,7.2,3
"72372","Felipe Alves Raymundo","Felipe Alves","Goleiro","Provável","Fortaleza",-1.3,3.77,-1.05,2.06,32
"93882","Cleiton Schwengber","Cleiton","Goleiro","Provável","Bragantino",4.5,1.99,0.07,0.85,30
"104588","Fabrício Oliveira de Souza","Fabrício","Goleiro","Nulo","Bahia",0,1,0,0,0
"38001","Anderson Pedro Nunes da Silva Campos","Anderson","Goleiro","Nulo","Bahia",0,2.5,0,1.75,8
"107183","Léo Matias Baiersdorf Linck","Léo Linck","Goleiro","Nulo","Athletico-PR",0,1,0,0,0
"96468","Daniel de Sousa Brito","Daniel","Goleiro","Nulo","Internacional",0,2.4,0,4.8,1
"68872","Marcelo Lomba do Nascimento","Marcelo Lomba","Goleiro","Provável","Internacional",-5,7.4,-1.22,1.05,36
"88916","Luan Polli Gomes","Luan Polli ","Goleiro","Provável","Sport",-2.9,3.97,-2.16,1.35,28
"71631","Weverton Pereira da Silva","Weverton","Goleiro","Nulo","Palmeiras",-1.1,7.74,-1.14,2.61,25
"107136","Diego Santos Monteiro","Diego Monteiro","Goleiro","Nulo","Coritiba",0,1,0,0,0
"69012","Aderbar Melo dos Santos Neto","Santos","Goleiro","Provável","Athletico-PR",1.8,6.3,0.68,2.34,30
"98034","Maílson Tenório dos Santos","Maílson","Goleiro","Nulo","Sport",0,0.98,0,-0.4,7
"85004","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","Goleiro","Provável","Fluminense",-3.5,1.13,-0.91,2.21,16
"82453","Tadeu Antônio Ferreira","Tadeu","Goleiro","Provável","Goiás",0,7.88,0,2.95,26
"109347","Antonio Kennedy Sousa de Almeida","Kennedy","Goleiro","Nulo","Fortaleza",0,1,0,0,0
"72018","Tiago Luis Volpi","Tiago Volpi","Goleiro","Provável","São Paulo",8.1,13.07,1.17,2.87,31
"109426","Weverson Moreira da Costa","Weverson","Lateral","Nulo","Bragantino",0,0.89,0,0.18,15
"86391","Sander Henrique Bortolotto","Sander","Lateral","Nulo","Sport",0,7.49,0,2.3,22
"102330","Alyson Vinícius Almeida Neves","Alyson","Lateral","Nulo","Ceará",0,2.56,0,2.24,9
"37662","Jonathan Cícero Moreira","Jonathan","Lateral","Provável","Athletico-PR",1.3,8.36,0.41,2.13,17
"107370","Daniel Lima de Castro","Daniel","Lateral","Nulo","Fluminense",0,1.02,0,1,1
"107224","Ramon Ricardo da Rocha","Ramon","Lateral","Nulo","Palmeiras",0,1,0,0,0
"94968","Luis Antônio da Rocha Júnior","Juninho Capixaba","Lateral","Nulo","Bahia",5.4,8.01,0.94,3.04,22
"90587","Gustavo Cascardo de Assis","Cascardo","Lateral","Nulo","Botafogo",0,1.61,0,0.2,1
"110258","João Victor da Silva Oliveira","João Victor","Lateral","Nulo","Athletico-PR",0,1.07,0,1.03,3
"110909","Guilherme Lopes de Almeida","Guilherme","Lateral","Nulo","Bragantino",0,1,0,0,0
"96725","Renzo Saravia","Saravia","Lateral","Contundido","Internacional",0,18.78,0,7.96,8
"110630","Samuel Conceição Toscas","Samuel Toscas","Lateral","Nulo","Atlético-MG",0,1,0,0,0
"87192","José Carlos Cracco Neto","Zeca","Lateral","Nulo","Bahia",0,4.23,0,2.06,10
"101727","Matheus França Silva","Matheuzinho","Lateral","Nulo","Flamengo",0,2.15,0,1.55,11
"110980","Miguel da Silva","Miguel","Lateral","Nulo","Fortaleza",0,1,0,0,0
"101319","Cláudio Rodrigues Gomes","Guga","Lateral","Provável","Atlético-MG",3.3,13.31,-0.27,4.47,29
"42491","Márcio Gonzaga de Azevedo","Márcio Azevedo","Lateral","Nulo","Athletico-PR",0,2.88,0,0.18,6
"107554","Natanael Moreira Milouski","Natanael","Lateral","Nulo","Coritiba",0,2.69,0,3.3,17
"109668","Hugo Gonçalves Ferreira Neto","Hugo","Lateral","Provável","Botafogo",7.1,2.87,0.77,3.87,4
"105175","Khellven Douglas Silva Oliveira","Khellven ","Lateral","Nulo","Athletico-PR",-0.7,4.12,-0.1,2.19,19
"63013","Marcos Luis Rocha Aquino","Marcos Rocha","Lateral","Provável","Palmeiras",2.1,7.71,-1.86,3.34,19
"86973","Leonardo Gomes da Conceição Silva","Leonardo","Lateral","Nulo","Grêmio",0,6,0,0,0
"104257","João Lucas de Almeida Carvalho","João Lucas","Lateral","Nulo","Flamengo",-0.7,3.47,-0.96,2.9,4
"91736","Federico Barrandeguy Martino","Barrandeguy","Lateral","Nulo","Botafogo",5,3.72,0.7,1.39,13
"110917","Carlos Henrique de Jesus Souza","Carlos Henrique","Lateral","Nulo","Atlético-GO",0,1,0,0,0
"107750","Vanderson de Oliveira Campos","Vanderson","Lateral","Provável","Grêmio",0,2.18,0,2.98,4
"50346","Guilherme Oliveira Santos","Guilherme Santos","Lateral","Contundido","Botafogo",0,6.24,0,1.99,12
"105839","Leonardo Borges da Silva","Leonardo Borges","Lateral","Nulo","Internacional",0,0.78,0,-0.5,1
"42145","Egídio de Araújo Pereira Júnior","Egídio","Lateral","Suspenso","Fluminense",-0.6,9.4,-2.77,5.38,20
"78445","Renê Rodrigues Martins","Renê","Lateral","Nulo","Flamengo",0,4.84,0,3.21,12
"62086","Marcos Rogério Ricci Lopes","Pará","Lateral","Nulo","Santos",-0.9,6.56,-1.1,1.81,26
"107225","Gustavo Garcia dos Santos","Garcia","Lateral","Nulo","Palmeiras",0,1,0,0,0
"85626","Leonardo Pinheiro da Conceição","Léo","Lateral","Suspenso","São Paulo",-2.9,3.07,-0.81,1.11,18
"107236","Vanderlan Barbosa da Silva","Vanderlan","Lateral","Nulo","Palmeiras",0,1,0,0,0
"38877","Mariano Ferreira Filho","Mariano","Lateral","Nulo","Atlético-MG",0,6.79,0,2.12,8
"89343","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","Lateral","Provável","Sport",5.7,6.22,0.02,3.52,18
"107515","Elivelton Guedes Alves da Silva","Elivelton ","Lateral","Nulo","Botafogo",0,1,0,0,0
"73384","Samuel Xavier Brito","Samuel Xavier","Lateral","Nulo","Ceará",0,5.83,0,2.92,27
"107093","Luciano Batista da Silva Junior","Luciano Juba","Lateral","Nulo","Sport",-0.1,2.6,-0.9,2.29,18
"72620","Juan Francisco Torres Belén","Juanfran","Lateral","Nulo","São Paulo",-0.5,5.53,0.45,1.8,18
"95540","Cristiano da Silva Vidal","Vidal","Lateral","Nulo","Goiás",0,1.43,0,-0.7,1
"104634","Douglas do Espírito Santo Torres","Douglas Borel","Lateral","Nulo","Bahia",0,1,0,0,0
"100846","Lucas Esteves de Souza","Esteves","Lateral","Provável","Palmeiras",0,2.14,0,0.9,6
"78850","Reinaldo Manoel da Silva","Reinaldo","Lateral","Suspenso","São Paulo",-4.8,12.42,-0.84,4.34,29
"107252","Gustavo Luis Silva Aguiar","Gustavinho","Lateral","Nulo","Goiás",5.2,1.88,0.89,3.1,2
"106322","Gabriel Martins Rodrigues","Rodrigues","Lateral","Nulo","Goiás",0,2.23,0,2.9,3
"110772","Fernando Pileggi","Fernando","Lateral","Dúvida","Santos",0,1.19,0,1.1,1
"84339","Bruno Ferreira Melo","Bruno Melo","Lateral","Provável","Fortaleza",1,4.3,-0.11,2.19,20
"80196","Glaybson Yago Souza Lisboa","Yago Pikachu","Lateral","Dúvida","Vasco",5.7,8.71,1.05,3.66,25
"73992","Rodinei Marcelo de Almeida","Rodinei","Lateral","Suspenso","Internacional",-1,4.37,-0.6,2.06,23
"106708","Igor Marques Paciência Cardoso","Igor Formiga","Lateral","Nulo","Corinthians",0,1,0,0,0
"104622","Hélio Júnior Rossi Francino","Hélio Júnior","Lateral","Nulo","Bahia",0,2,0,0,0
"50645","Carlos Eduardo Santos Oliveira","Eduardo","Lateral","Provável","Ceará",5.6,3.86,1.15,1.58,13
"107374","Wisney Junio Dias Carvalho","Wisney","Lateral","Nulo","Fluminense",0,2.64,0,2.45,2
"88423","Aderlan de Lima Silva","Aderlan","Lateral","Provável","Bragantino",5.2,9.88,-0.16,3.37,32
"101708","Felipe Jonatan Rocha Andrade","Felipe Jonatan","Lateral","Nulo","Santos",5.6,12.18,0.14,4.07,32
"106076","Daniel de Pauli Oliveira","Daniel Oliveira","Lateral","Suspenso","Goiás",3.2,3.05,-0.36,3.28,17
"68808","Severino do Ramo Clementino da Silva","Nino Paraíba","Lateral","Provável","Bahia",16.7,10.42,2.48,3.25,26
"42500","Fagner Conserva Lemos","Fagner","Lateral","Contundido","Corinthians",4.2,11.18,0.78,3.62,24
"90061","Bruno de Jesus Pacheco","Bruno Pacheco","Lateral","Nulo","Ceará",9.8,9.45,1.4,3.35,28
"60969","Patric Cabral Lalau","Patric","Lateral","Provável","Sport",4.1,8.49,1.07,2.48,33
"78077","Madson Ferreira dos Santos","Madson","Lateral","Contundido","Santos",0,5.77,-0.84,3.31,24
"100848","Luan Cândido de Almeida","Luan Cândido","Lateral","Nulo","Bragantino",8.2,3.3,0.22,3.53,10
"89273","João Pedro Maturano dos Santos","João Pedro ","Lateral","Nulo","Bahia",0,3.57,0,2.15,4
"63194","Carlos Emiliano Pereira","Carlinhos","Lateral","Nulo","Fortaleza",0,5.99,0,2.1,23
"38750","Filipe Luís Kasmirski","Filipe Luís","Lateral","Provável","Flamengo",6.9,8.11,1.69,4.26,28
"84893","Henrique Silva Milagres","Henrique","Lateral","Provável","Vasco",5.8,7.08,0.91,2.21,26
"110688","Vinicius Augusto Tobias da Silva","Vinicius Tobias","Lateral","Nulo","Internacional",0,1,0,0,0
"109341","Sammuel Queiroz de Freitas","Sammuel","Lateral","Nulo","Fortaleza",0,1,0,0,0
"98974","Matías Nicolás Viña Susperreguy","Viña","Lateral","Nulo","Palmeiras",8.9,9.69,1.31,5.09,19
"95220","Jefferson Junio Antônio da Silva","Jefferson","Lateral","Provável","Goiás",6.4,6.55,-0.17,3.1,23
"81951","Igor de Carvalho Julião","Igor Julião","Lateral","Nulo","Fluminense",0,5.44,0,3.15,18
"78497","Arnaldo Manoel de Almeida","Arnaldo","Lateral","Provável","Atlético-GO",-0.7,3,-0.09,1.38,16
"104625","Weverton Guilherme da Silva Souza","Weverton","Lateral","Nulo","Bragantino",0,0.79,0,-0.16,9
"70916","Diogo Barbosa Mendanha","Diogo Barbosa","Lateral","Nulo","Grêmio",5.2,8.86,0.54,3.63,23
"87228","Guilherme Antonio Arana Lopes","Guilherme Arana","Lateral","Provável","Atlético-MG",8,17.48,0.89,5.21,33
"110969","Ângelo Samuel Chaves","Ângelo","Lateral","Nulo","Coritiba",0,0.78,0,-0.8,1
"105584","Lucas Piton Crivellaro","Lucas Piton","Lateral","Contundido","Corinthians",0,4.29,0,2.97,15
"104513","Abner Vinícius da Silva Santos","Abner Vinícius","Lateral","Provável","Athletico-PR",-0.4,9.41,-0.25,3.77,31
"96349","Geovane Henrique Pereira de Souza","Geovane","Lateral","Nulo","Coritiba",0,3,0,0,0
"90444","Moisés Roberto Barbosa","Moisés","Lateral","Provável","Internacional",1.5,10.24,-0.93,3.67,25
"86264","Natanael Batista Pimenta","Natanael","Lateral","Nulo","Atlético-GO",0,4.33,0,3.79,17
"110606","Antonio Mikael Rodrigues Brito","Mikael Doka","Lateral","Nulo","Santos",0,1,0,0,0
"84855","Raul Prata","Raul Prata","Lateral","Nulo","Sport",0,5.56,0,3.27,11
"104276","Lucas Felipe Calegari","Calegari","Lateral","Provável","Fluminense",7.2,7.03,0.69,5.65,20
"62024","Edimar Curitiba Fraga","Edimar","Lateral","Provável","Bragantino",0,3.52,0,1.98,28
"106829","Patryck Lanza dos Reis","Patryck","Lateral","Nulo","São Paulo",0,1,0,0,0
"82628","Guilherme de Jesus da Silva","Tinga","Lateral","Provável","Fortaleza",0.8,6.27,0.15,2.84,23
"102464","Kelvyn Ramos da Fonseca","Kelvyn","Lateral","Provável","Ceará",4.8,2.68,0.91,2.83,15
"37866","Leonardo de Matos Cruz","Léo Matos","Lateral","Provável","Vasco",5.6,6.05,0.97,1.83,16
"106082","Ewerthon Diógenes Da Silva","Ewerthon","Lateral","Nulo","Sport",2,3.12,-0.68,2.1,9
"88544","Marcos Ytalo Benício da Silva","Buiú","Lateral","Nulo","Ceará",0,1,0,0,0
"107741","Lucas Henrique Mazetti","Mazetti","Lateral","Nulo","Internacional",0,1,0,0,0
"81150","Mayke Rocha de Oliveira","Mayke","Lateral","Nulo","Palmeiras",0.5,5.14,-0.84,2.16,16
"107108","José Ítalo Monteiro Fidelis dos Santos","Ítalo","Lateral","Nulo","Flamengo",0,1,0,0,0
"101597","Ramon Ramos Lima","Ramon","Lateral","Nulo","Flamengo",0,1.25,0,-0.1,3
"104649","Heitor Rodrigues da Fonseca","Heitor","Lateral","Provável","Internacional",3.3,5.33,-0.71,4.71,11
"91888","Kevin Peterson dos Santos Silva","Kevin ","Lateral","Provável","Botafogo",5,3.74,0.75,1.47,27
"109963","Renan Victor da Silva","Renan","Lateral","Provável","Palmeiras",0,2.38,0,3.55,4
"86713","Jonathan Francisco Lemos","Jonathan","Lateral","Provável","Coritiba",0.7,4.6,-0.07,2.57,22
"99034","Elias Lira Nogueira Júnior ","Elias Lira","Lateral","Nulo","Sport",0,1,0,0,0
"104415","Talison Ruan da Silva","Talison","Lateral","Nulo","Atlético-MG",0,3.18,0,5.1,1
"84382","Danilo Carvalho Barcelos","Danilo Barcelos","Lateral","Provável","Fluminense",0,3.67,0,0.74,17
"88368","Gabriel Dias de Oliveira","Gabriel Dias","Lateral","Suspenso","Fortaleza",-1.1,6.69,-0.51,2.72,30
"107250","Taylon Vinícius dos Santos Carvalho","Taylon","Lateral","Nulo","Goiás",0,2.43,0,1.52,6
"95127","Nicolas Vichiatto da Silva","Nicolas","Lateral","Provável","Atlético-GO",4.6,7.42,0.34,2.65,28
"69345","Mauricio Aníbal Isla Isla","Isla","Lateral","Provável","Flamengo",0.6,8.78,-0.19,3.39,27
"106824","Welington Damascena Santos","Wellington ","Lateral","Provável","São Paulo",0,1,0,0,0
"97133","Luís Eduardo Marques dos Santos","Dudu","Lateral","Nulo","Atlético-GO",2.2,5,-0.9,2.27,32
"110956","Rai Lopes de Oliveira","Raí","Lateral","Nulo","Fluminense",0,1,0,0,0
"104650","Lucas Barros da Cunha","Lucas Barros","Lateral","Nulo","Botafogo",0,2,0,0,0
"97899","Matheus Bahia Santos","Matheus Bahia","Lateral","Provável","Bahia",0.3,1.74,0.15,3.37,11
"80664","Michel Macedo Rocha Machado","Michel","Lateral","Nulo","Corinthians",5.6,5,0.24,3.28,5
"107367","Cayo Henrique Nascimento Ferreira","Cayo Tenório","Lateral","Nulo","Vasco",0,3.6,0,2.56,13
"70046","Victor Ferraz Macedo","Victor Ferraz","Lateral","Nulo","Grêmio",6.2,7.58,1.01,2.51,14
"95466","Igor Vinícius de Souza","Igor Vinícius","Lateral","Provável","São Paulo",0.9,5.15,0.35,1.77,22
"86410","Victor Luis Chuab Zamblauskas","Victor Luis","Lateral","Nulo","Botafogo",0,9.06,0,3.37,23
"97898","Maílton dos Santos de Sá","Maílton","Lateral","Nulo","Coritiba",0,3.48,0,1.65,12
"60852","Uendel Pereira Gonçalves","Uendel","Lateral","Nulo","Internacional",0,2.38,0,1.13,14
"106411","Vivaldo Borges dos Santos Neto","Neto Borges","Lateral","Nulo","Vasco",0,4.03,0,2.54,18
"105566","Riquelme Carvalho Araújo Viana","Riquelme","Lateral","Nulo","Vasco",0,1,0,0,0
"72079","Bruno Cortês Barbosa","Bruno Cortez","Lateral","Provável","Grêmio",0,8.74,0,2.82,22
"100741","Guilherme Alecsander Guedes","Guilherme Guedes","Lateral","Nulo","Grêmio",0,3,0,0,0
"38229","Fábio Santos Romeu","Fábio Santos","Lateral","Provável","Corinthians",7.1,7.61,1.16,4.79,17
"95494","Felipe Aguilar Mendoza","Aguilar","Zagueiro","Nulo","Athletico-PR",0,5.26,0,2.07,10
"52618","Anderson Vieira Martins","Anderson Martins","Zagueiro","Nulo","Bahia",0,6.34,0,2.82,5
"107453"," João Paulo Silveira dos Santos","João Paulo Silveira","Zagueiro","Nulo","Fortaleza",0,1,0,0,0
"72359","Luiz Otávio Anacleto Leandro","Luiz Otávio","Zagueiro","Nulo","Ceará",0,4.94,0,2.47,27
"91929","Everson Bispo Pereira","Everson","Zagueiro","Nulo","Bahia",0,1,0,0,0
"101647","Ulisses Wilson Jeronymo Rocha ","Ulisses","Zagueiro","Nulo","Vasco",0,2,0,0,0
"102607","Nathan Otávio Ribeiro","Nathan Ribeiro","Zagueiro","Nulo","Coritiba",0,1.58,0,-0.16,7
"97425","Wellington Daniel Bueno","Bueno","Zagueiro","Nulo","Atlético-MG",0,6.89,0,2.39,7
"105840","Pedro Henrique Alves Santana","Pedro Henrique","Zagueiro","Nulo","Internacional",0,0.77,0,-1,1
"80853","Pedro Tonon Geromel","Pedro Geromel","Zagueiro","Contundido","Grêmio",0,9.61,0,3.91,12
"104250","João Victor da Silva Marcelino","João Victor","Zagueiro","Nulo","Atlético-GO",3,3.88,0.61,2.48,25
"98484","Victor Hugo Soares dos Santos","Kanu","Zagueiro","Nulo","Botafogo",0,4.48,0,2.04,30
"105636","Gabriel Henrique Chavoni Fornari","Gabriel Fornari","Zagueiro","Nulo","Athletico-PR",0,1,0,0,0
"107251","João Vitor Vallony da Silva","Da Silva","Zagueiro","Nulo","Goiás",0,1,0,0,0
"101728","Diego Henrique Costa Barbosa","Diego","Zagueiro","Provável","São Paulo",0,2.64,0,2.05,16
"109860","Ronald Eugenio de Carvalho","Ronald","Zagueiro","Nulo","Corinthians",0,1,0,0,0
"52253","Réver Humberto Alves Araújo","Réver","Zagueiro","Provável","Atlético-MG",0,7.32,-0.29,2.89,25
"107981","Danilo Alves da Silva","Danilo","Zagueiro","Nulo","Atlético-GO",0,1,0,0,0
"106965","Carlos Eduardo Barbosa da Silva","Carlos Eduardo","Zagueiro","Nulo","Palmeiras",0,1,0,0,0
"38394","Thiago Heleno Henrique Ferreira","Thiago Heleno","Zagueiro","Suspenso","Athletico-PR",-4.7,5.43,-2.14,3.04,28
"72142","Danilo Fernando Avelar","Danilo Avelar","Zagueiro","Contundido","Corinthians",0,6.45,0,2.83,10
"91689","Matheus Isaías dos Santos","Matheus Jussa","Zagueiro","Nulo","Internacional",0,2.32,0,0.9,2
"107107","Gabriel Rodrigues Noga","Gabriel Noga","Zagueiro","Nulo","Flamengo",0,0.78,0,-0.35,2
"83528","Leonardo Pereira","Léo Pereira","Zagueiro","Nulo","Flamengo",0,5.1,0,2.26,12
"100125","Matheus Soares Thuler","Thuler","Zagueiro","Nulo","Flamengo",0,2.2,0,-0.28,4
"106077","Vanderley Ribeiro Correia Filho","Vanderley","Zagueiro","Nulo","Goiás",0,1,0,0,0
"110188","Vinicius Milani Bueno","Milani","Zagueiro","Nulo","Flamengo",0,1,0,0,0
"106964","Jonathan dos Santos Lessa","John","Zagueiro","Nulo","Corinthians",0,1,0,0,0
"95820","Leonardo Rodrigues dos Santos","Léo Santos","Zagueiro","Nulo","Corinthians",0,2,0,0,0
"90846","Willian Klaus","Klaus","Zagueiro","Provável","Ceará",4.7,4.19,0.81,1.8,11
"71684","Gustavo Raúl Gómez Portillo","Gustavo Gómez","Zagueiro","Nulo","Palmeiras",2.8,10.99,-0.42,3.32,19
"62974","Werley Ananias da Silva","Werley","Zagueiro","Nulo","Vasco",0,3.37,0,2.22,7
"108385","César Rafael Haydar Villarreal","Haydar","Zagueiro","Nulo","Bragantino",0,2,0,0,0
